created_at,entry_id,temp,humidity,lux,Noise,CO2
2024-05-21 11:30:00+02:00,1.5,24.86,58.24,376.66499999999996,0.0,573.0
2024-05-21 12:00:00+02:00,1.5,24.86,58.24,376.66499999999996,0.0,573.0
2024-05-21 12:30:00+02:00,1.5,24.86,58.24,376.66499999999996,0.0,573.0
2024-05-21 13:00:00+02:00,,,,,,
2024-05-21 13:30:00+02:00,,,,,,
2024-05-21 14:00:00+02:00,,,,,,
2024-05-21 14:30:00+02:00,,,,,,
2024-05-21 15:00:00+02:00,,,,,,
2024-05-21 15:30:00+02:00,,,,,,
2024-05-21 16:00:00+02:00,,,,,,
2024-05-21 16:30:00+02:00,,,,,,
2024-05-21 17:00:00+02:00,,,,,,
2024-05-21 17:30:00+02:00,,,,,,
2024-05-21 18:00:00+02:00,,,,,,
2024-05-21 18:30:00+02:00,,,,,,
2024-05-21 19:00:00+02:00,,,,,,
2024-05-21 19:30:00+02:00,,,,,,
2024-05-21 20:00:00+02:00,,,,,,
2024-05-21 20:30:00+02:00,,,,,,
2024-05-21 21:00:00+02:00,,,,,,
2024-05-21 21:30:00+02:00,,,,,,
2024-05-21 22:00:00+02:00,,,,,,
2024-05-21 22:30:00+02:00,,,,,,
2024-05-21 23:00:00+02:00,,,,,,
2024-05-21 23:30:00+02:00,,,,,,
2024-05-22 00:00:00+02:00,,,,,,
2024-05-22 00:30:00+02:00,,,,,,
2024-05-22 01:00:00+02:00,,,,,,
2024-05-22 01:30:00+02:00,,,,,,
2024-05-22 02:00:00+02:00,,,,,,
2024-05-22 02:30:00+02:00,,,,,,
2024-05-22 03:00:00+02:00,,,,,,
2024-05-22 03:30:00+02:00,,,,,,
2024-05-22 04:00:00+02:00,,,,,,
2024-05-22 04:30:00+02:00,,,,,,
2024-05-22 05:00:00+02:00,,,,,,
2024-05-22 05:30:00+02:00,,,,,,
2024-05-22 06:00:00+02:00,,,,,,
2024-05-22 06:30:00+02:00,,,,,,
2024-05-22 07:00:00+02:00,,,,,,
2024-05-22 07:30:00+02:00,,,,,,
2024-05-22 08:00:00+02:00,,,,,,
2024-05-22 08:30:00+02:00,,,,,,
2024-05-22 09:00:00+02:00,,,,,,
2024-05-22 09:30:00+02:00,,,,,,
2024-05-22 10:00:00+02:00,,,,,,
2024-05-22 10:30:00+02:00,,,,,,
2024-05-22 11:00:00+02:00,,,,,,
2024-05-22 11:30:00+02:00,,,,,,
2024-05-22 12:00:00+02:00,,,,,,
2024-05-22 12:30:00+02:00,,,,,,
2024-05-22 13:00:00+02:00,,,,,,
2024-05-22 13:30:00+02:00,,,,,,
2024-05-22 14:00:00+02:00,,,,,,
2024-05-22 14:30:00+02:00,,,,,,
2024-05-22 15:00:00+02:00,,,,,,
2024-05-22 15:30:00+02:00,11.0,31.781176470588235,57.58588235294118,18383.333529411764,63.474705882352936,230.94117647058823
2024-05-22 16:00:00+02:00,22.75,34.568588235294115,54.291441176470585,17776.88893137255,66.94285294117647,243.77058823529413
2024-05-22 16:30:00+02:00,36.666666666666664,35.53028104575163,51.509960784313726,20550.231065359476,65.3947908496732,259.66928104575163
2024-05-22 17:00:00+02:00,64.5,36.367333333333335,46.68077777777777,20233.517888888888,64.1348888888889,279.18888888888887
2024-05-22 17:30:00+02:00,94.5,35.76188888888889,42.72800000000001,19494.28622222222,61.711555555555556,288.73333333333335
2024-05-22 18:00:00+02:00,124.33333333333333,32.77595402298851,41.14773563218392,14201.885478927203,61.96050574712643,291.1524904214559
2024-05-22 18:30:00+02:00,154.0,29.64128735632184,41.329068965517244,9131.654590038315,62.9941724137931,288.55249042145596
2024-05-22 19:00:00+02:00,183.66666666666666,24.95995402298851,43.67584674329502,5148.867701149425,62.88961685823755,294.16360153256704
2024-05-22 19:30:00+02:00,213.5,24.654888888888888,44.39255555555555,8230.722,62.019888888888886,300.27777777777777
2024-05-22 20:00:00+02:00,243.5,27.233777777777778,42.94511111111111,15135.119444444446,61.20488888888889,306.1666666666667
2024-05-22 20:30:00+02:00,273.5,30.819111111111113,40.44588888888889,18942.99,60.10166666666667,317.23333333333335
2024-05-22 21:00:00+02:00,303.5,29.679444444444442,40.21622222222222,13188.083111111113,59.63211111111111,303.14444444444445
2024-05-22 21:30:00+02:00,333.5,25.268888888888892,42.57355555555556,5599.925666666666,59.52844444444444,303.4444444444444
2024-05-22 22:00:00+02:00,363.5,20.72744444444444,45.78066666666666,792.694,59.54577777777778,304.75555555555553
2024-05-22 22:30:00+02:00,393.5,18.723444444444443,48.16122222222222,59.22166666666667,59.49644444444444,331.6666666666667
2024-05-22 23:00:00+02:00,423.5,18.229444444444443,49.834111111111106,2.147888888888889,59.310333333333325,356.40000000000003
2024-05-22 23:30:00+02:00,453.5,17.885666666666665,51.32033333333334,0.0461111111111111,58.28377777777778,370.1333333333334
2024-05-23 00:00:00+02:00,483.0,17.52454320987654,52.65362962962963,0.0,57.227222222222224,377.62222222222226
2024-05-23 00:30:00+02:00,497.75,17.331148148148145,53.28511111111111,0.0,56.1,379.20000000000005
2024-05-23 01:00:00+02:00,512.0,17.066296296296287,53.80888888888889,0.0,55.71,378.0000000000001
2024-05-23 01:30:00+02:00,,,,,,
2024-05-23 02:00:00+02:00,,,,,,
2024-05-23 02:30:00+02:00,,,,,,
2024-05-23 03:00:00+02:00,,,,,,
2024-05-23 03:30:00+02:00,,,,,,
2024-05-23 04:00:00+02:00,,,,,,
2024-05-23 04:30:00+02:00,,,,,,
2024-05-23 05:00:00+02:00,,,,,,
2024-05-23 05:30:00+02:00,,,,,,
2024-05-23 06:00:00+02:00,,,,,,
2024-05-23 06:30:00+02:00,,,,,,
2024-05-23 07:00:00+02:00,,,,,,
2024-05-23 07:30:00+02:00,,,,,,
2024-05-23 08:00:00+02:00,,,,,,
2024-05-23 08:30:00+02:00,,,,,,
2024-05-23 09:00:00+02:00,,,,,,
2024-05-23 09:30:00+02:00,,,,,,
2024-05-23 10:00:00+02:00,,,,,,
2024-05-23 10:30:00+02:00,,,,,,
2024-05-23 11:00:00+02:00,,,,,,
2024-05-23 11:30:00+02:00,,,,,,
2024-05-23 12:00:00+02:00,,,,,,
2024-05-23 12:30:00+02:00,,,,,,
2024-05-23 13:00:00+02:00,,,,,,
2024-05-23 13:30:00+02:00,,,,,,
2024-05-23 14:00:00+02:00,,,,,,
2024-05-23 14:30:00+02:00,,,,,,
2024-05-23 15:00:00+02:00,,,,,,
2024-05-23 15:30:00+02:00,,,,,,
2024-05-23 16:00:00+02:00,,,,,,
2024-05-23 16:30:00+02:00,,,,,,
2024-05-23 17:00:00+02:00,,,,,,
2024-05-23 17:30:00+02:00,,,,,,
2024-05-23 18:00:00+02:00,,,,,,
2024-05-23 18:30:00+02:00,,,,,,
2024-05-23 19:00:00+02:00,,,,,,
2024-05-23 19:30:00+02:00,,,,,,
2024-05-23 20:00:00+02:00,,,,,,
2024-05-23 20:30:00+02:00,,,,,,
2024-05-23 21:00:00+02:00,,,,,,
2024-05-23 21:30:00+02:00,,,,,,
2024-05-23 22:00:00+02:00,,,,,,
2024-05-23 22:30:00+02:00,,,,,,
2024-05-23 23:00:00+02:00,,,,,,
2024-05-23 23:30:00+02:00,,,,,,
2024-05-24 00:00:00+02:00,,,,,,
2024-05-24 00:30:00+02:00,,,,,,
2024-05-24 01:00:00+02:00,,,,,,
2024-05-24 01:30:00+02:00,,,,,,
2024-05-24 02:00:00+02:00,,,,,,
2024-05-24 02:30:00+02:00,,,,,,
2024-05-24 03:00:00+02:00,,,,,,
2024-05-24 03:30:00+02:00,,,,,,
2024-05-24 04:00:00+02:00,,,,,,
2024-05-24 04:30:00+02:00,,,,,,
2024-05-24 05:00:00+02:00,,,,,,
2024-05-24 05:30:00+02:00,,,,,,
2024-05-24 06:00:00+02:00,,,,,,
2024-05-24 06:30:00+02:00,,,,,,
2024-05-24 07:00:00+02:00,,,,,,
2024-05-24 07:30:00+02:00,,,,,,
2024-05-24 08:00:00+02:00,,,,,,
2024-05-24 08:30:00+02:00,,,,,,
2024-05-24 09:00:00+02:00,,,,,,
2024-05-24 09:30:00+02:00,,,,,,
2024-05-24 10:00:00+02:00,,,,,,
2024-05-24 10:30:00+02:00,,,,,,
2024-05-24 11:00:00+02:00,,,,,,
2024-05-24 11:30:00+02:00,,,,,,
2024-05-24 12:00:00+02:00,,,,,,
2024-05-24 12:30:00+02:00,,,,,,
2024-05-24 13:00:00+02:00,,,,,,
2024-05-24 13:30:00+02:00,,,,,,
2024-05-24 14:00:00+02:00,,,,,,
2024-05-24 14:30:00+02:00,,,,,,
2024-05-24 15:00:00+02:00,,,,,,
2024-05-24 15:30:00+02:00,,,,,,
2024-05-24 16:00:00+02:00,,,,,,
2024-05-24 16:30:00+02:00,,,,,,
2024-05-24 17:00:00+02:00,,,,,,
2024-05-24 17:30:00+02:00,,,,,,
2024-05-24 18:00:00+02:00,,,,,,
2024-05-24 18:30:00+02:00,,,,,,
2024-05-24 19:00:00+02:00,,,,,,
2024-05-24 19:30:00+02:00,,,,,,
2024-05-24 20:00:00+02:00,,,,,,
2024-05-24 20:30:00+02:00,,,,,,
2024-05-24 21:00:00+02:00,,,,,,
2024-05-24 21:30:00+02:00,,,,,,
2024-05-24 22:00:00+02:00,,,,,,
2024-05-24 22:30:00+02:00,,,,,,
2024-05-24 23:00:00+02:00,,,,,,
2024-05-24 23:30:00+02:00,,,,,,
2024-05-25 00:00:00+02:00,,,,,,
2024-05-25 00:30:00+02:00,,,,,,
2024-05-25 01:00:00+02:00,,,,,,
2024-05-25 01:30:00+02:00,,,,,,
2024-05-25 02:00:00+02:00,,,,,,
2024-05-25 02:30:00+02:00,,,,,,
2024-05-25 03:00:00+02:00,,,,,,
2024-05-25 03:30:00+02:00,,,,,,
2024-05-25 04:00:00+02:00,,,,,,
2024-05-25 04:30:00+02:00,,,,,,
2024-05-25 05:00:00+02:00,,,,,,
2024-05-25 05:30:00+02:00,,,,,,
2024-05-25 06:00:00+02:00,,,,,,
2024-05-25 06:30:00+02:00,,,,,,
2024-05-25 07:00:00+02:00,,,,,,
2024-05-25 07:30:00+02:00,,,,,,
2024-05-25 08:00:00+02:00,,,,,,
2024-05-25 08:30:00+02:00,,,,,,
2024-05-25 09:00:00+02:00,,,,,,
2024-05-25 09:30:00+02:00,,,,,,
2024-05-25 10:00:00+02:00,,,,,,
2024-05-25 10:30:00+02:00,,,,,,
2024-05-25 11:00:00+02:00,,,,,,
2024-05-25 11:30:00+02:00,,,,,,
2024-05-25 12:00:00+02:00,,,,,,
2024-05-25 12:30:00+02:00,,,,,,
2024-05-25 13:00:00+02:00,,,,,,
2024-05-25 13:30:00+02:00,,,,,,
2024-05-25 14:00:00+02:00,,,,,,
2024-05-25 14:30:00+02:00,,,,,,
2024-05-25 15:00:00+02:00,,,,,,
2024-05-25 15:30:00+02:00,,,,,,
2024-05-25 16:00:00+02:00,526.0,37.639999999999986,53.71,25807.5,0.0,287.0
2024-05-25 16:30:00+02:00,526.5,34.18999999999999,53.175,18430.0,0.0,266.5
2024-05-25 17:00:00+02:00,527.0,33.306666666666665,51.916666666666664,15652.776666666667,0.0,284.3333333333333
2024-05-25 17:30:00+02:00,528.0,30.789999999999992,50.526666666666664,11013.61,0.0,289.6666666666667
2024-05-25 18:00:00+02:00,529.0,33.089999999999996,46.72,10989.443333333335,0.0,299.0
2024-05-25 18:30:00+02:00,530.0,39.339999999999996,41.18333333333333,25827.5,0.0,312.6666666666667
2024-05-25 19:00:00+02:00,531.0,45.99333333333332,33.94,37621.11,0.0,346.0
2024-05-25 19:30:00+02:00,532.0,49.51333333333333,28.096666666666664,45927.496666666666,23.516666666666666,388.6666666666667
2024-05-25 20:00:00+02:00,533.0,45.026666666666664,26.150000000000002,32410.553333333333,47.03333333333333,361.6666666666667
2024-05-25 20:30:00+02:00,534.0,40.803333333333335,25.74333333333333,23072.77666666667,70.55,348.6666666666667
2024-05-25 21:00:00+02:00,535.0,33.893333333333324,28.616666666666664,11925.279999999999,70.55,313.6666666666667
2024-05-25 21:30:00+02:00,536.0,28.63666666666666,31.836666666666662,7318.889999999999,70.55,321.3333333333333
2024-05-25 22:00:00+02:00,537.0,22.579999999999995,35.63666666666666,902.5,70.55,315.6666666666667
2024-05-25 22:30:00+02:00,538.0,19.50666666666666,38.12,83.61,70.55,342.0
2024-05-25 23:00:00+02:00,538.5,18.72999999999999,38.875,4.165000000000006,70.54999999999998,361.5
2024-05-25 23:30:00+02:00,539.0,18.249999999999982,39.75999999999999,1.2434497875801753e-14,70.54999999999998,376.0
2024-05-26 00:00:00+02:00,,,,,,
2024-05-26 00:30:00+02:00,,,,,,
2024-05-26 01:00:00+02:00,,,,,,
2024-05-26 01:30:00+02:00,,,,,,
2024-05-26 02:00:00+02:00,,,,,,
2024-05-26 02:30:00+02:00,,,,,,
2024-05-26 03:00:00+02:00,,,,,,
2024-05-26 03:30:00+02:00,,,,,,
2024-05-26 04:00:00+02:00,,,,,,
2024-05-26 04:30:00+02:00,,,,,,
2024-05-26 05:00:00+02:00,,,,,,
2024-05-26 05:30:00+02:00,,,,,,
2024-05-26 06:00:00+02:00,,,,,,
2024-05-26 06:30:00+02:00,,,,,,
2024-05-26 07:00:00+02:00,,,,,,
2024-05-26 07:30:00+02:00,,,,,,
2024-05-26 08:00:00+02:00,,,,,,
2024-05-26 08:30:00+02:00,,,,,,
2024-05-26 09:00:00+02:00,,,,,,
2024-05-26 09:30:00+02:00,,,,,,
2024-05-26 10:00:00+02:00,,,,,,
2024-05-26 10:30:00+02:00,,,,,,
2024-05-26 11:00:00+02:00,,,,,,
2024-05-26 11:30:00+02:00,,,,,,
2024-05-26 12:00:00+02:00,,,,,,
2024-05-26 12:30:00+02:00,,,,,,
2024-05-26 13:00:00+02:00,,,,,,
2024-05-26 13:30:00+02:00,,,,,,
2024-05-26 14:00:00+02:00,,,,,,
2024-05-26 14:30:00+02:00,540.5,26.039999999999985,47.165,9476.25,0.0,224.5
2024-05-26 15:00:00+02:00,541.25,30.764999999999993,42.8725,11451.875,0.0,263.25
2024-05-26 15:30:00+02:00,541.8333333333334,31.539999999999996,41.568333333333335,12843.75,0.0,282.1666666666667
2024-05-26 16:00:00+02:00,543.0,33.94333333333333,38.16,12238.333333333334,0.0,297.3333333333333
2024-05-26 16:30:00+02:00,544.0,32.839999999999996,37.263333333333335,9647.776666666667,0.0,295.6666666666667
2024-05-26 17:00:00+02:00,544.5,32.71499999999999,36.415,6657.915000000001,0.0,283.5
2024-05-26 17:30:00+02:00,545.0,32.17999999999998,35.89,5655.830000000002,0.0,297.0
2024-05-26 18:00:00+02:00,,,,,,
2024-05-26 18:30:00+02:00,,,,,,
2024-05-26 19:00:00+02:00,,,,,,
2024-05-26 19:30:00+02:00,,,,,,
2024-05-26 20:00:00+02:00,,,,,,
2024-05-26 20:30:00+02:00,,,,,,
2024-05-26 21:00:00+02:00,,,,,,
2024-05-26 21:30:00+02:00,,,,,,
2024-05-26 22:00:00+02:00,,,,,,
2024-05-26 22:30:00+02:00,,,,,,
2024-05-26 23:00:00+02:00,,,,,,
2024-05-26 23:30:00+02:00,,,,,,
2024-05-27 00:00:00+02:00,,,,,,
2024-05-27 00:30:00+02:00,,,,,,
2024-05-27 01:00:00+02:00,,,,,,
2024-05-27 01:30:00+02:00,,,,,,
2024-05-27 02:00:00+02:00,,,,,,
2024-05-27 02:30:00+02:00,,,,,,
2024-05-27 03:00:00+02:00,,,,,,
2024-05-27 03:30:00+02:00,,,,,,
2024-05-27 04:00:00+02:00,,,,,,
2024-05-27 04:30:00+02:00,,,,,,
2024-05-27 05:00:00+02:00,,,,,,
2024-05-27 05:30:00+02:00,,,,,,
2024-05-27 06:00:00+02:00,,,,,,
2024-05-27 06:30:00+02:00,,,,,,
2024-05-27 07:00:00+02:00,,,,,,
2024-05-27 07:30:00+02:00,,,,,,
2024-05-27 08:00:00+02:00,,,,,,
2024-05-27 08:30:00+02:00,,,,,,
2024-05-27 09:00:00+02:00,,,,,,
2024-05-27 09:30:00+02:00,,,,,,
2024-05-27 10:00:00+02:00,,,,,,
2024-05-27 10:30:00+02:00,,,,,,
2024-05-27 11:00:00+02:00,,,,,,
2024-05-27 11:30:00+02:00,,,,,,
2024-05-27 12:00:00+02:00,,,,,,
2024-05-27 12:30:00+02:00,,,,,,
2024-05-27 13:00:00+02:00,,,,,,
2024-05-27 13:30:00+02:00,,,,,,
2024-05-27 14:00:00+02:00,,,,,,
2024-05-27 14:30:00+02:00,,,,,,
2024-05-27 15:00:00+02:00,,,,,,
2024-05-27 15:30:00+02:00,,,,,,
2024-05-27 16:00:00+02:00,,,,,,
2024-05-27 16:30:00+02:00,,,,,,
2024-05-27 17:00:00+02:00,,,,,,
2024-05-27 17:30:00+02:00,,,,,,
2024-05-27 18:00:00+02:00,,,,,,
2024-05-27 18:30:00+02:00,,,,,,
2024-05-27 19:00:00+02:00,,,,,,
2024-05-27 19:30:00+02:00,,,,,,
2024-05-27 20:00:00+02:00,,,,,,
2024-05-27 20:30:00+02:00,,,,,,
2024-05-27 21:00:00+02:00,,,,,,
2024-05-27 21:30:00+02:00,,,,,,
2024-05-27 22:00:00+02:00,,,,,,
2024-05-27 22:30:00+02:00,,,,,,
2024-05-27 23:00:00+02:00,,,,,,
2024-05-27 23:30:00+02:00,,,,,,
2024-05-28 00:00:00+02:00,,,,,,
2024-05-28 00:30:00+02:00,,,,,,
2024-05-28 01:00:00+02:00,,,,,,
2024-05-28 01:30:00+02:00,,,,,,
2024-05-28 02:00:00+02:00,,,,,,
2024-05-28 02:30:00+02:00,,,,,,
2024-05-28 03:00:00+02:00,,,,,,
2024-05-28 03:30:00+02:00,,,,,,
2024-05-28 04:00:00+02:00,,,,,,
2024-05-28 04:30:00+02:00,,,,,,
2024-05-28 05:00:00+02:00,,,,,,
2024-05-28 05:30:00+02:00,,,,,,
2024-05-28 06:00:00+02:00,,,,,,
2024-05-28 06:30:00+02:00,,,,,,
2024-05-28 07:00:00+02:00,,,,,,
2024-05-28 07:30:00+02:00,,,,,,
2024-05-28 08:00:00+02:00,,,,,,
2024-05-28 08:30:00+02:00,,,,,,
2024-05-28 09:00:00+02:00,,,,,,
2024-05-28 09:30:00+02:00,,,,,,
2024-05-28 10:00:00+02:00,,,,,,
2024-05-28 10:30:00+02:00,,,,,,
2024-05-28 11:00:00+02:00,,,,,,
2024-05-28 11:30:00+02:00,,,,,,
2024-05-28 12:00:00+02:00,,,,,,
2024-05-28 12:30:00+02:00,,,,,,
2024-05-28 13:00:00+02:00,,,,,,
2024-05-28 13:30:00+02:00,,,,,,
2024-05-28 14:00:00+02:00,,,,,,
2024-05-28 14:30:00+02:00,,,,,,
2024-05-28 15:00:00+02:00,,,,,,
2024-05-28 15:30:00+02:00,,,,,,
2024-05-28 16:00:00+02:00,,,,,,
2024-05-28 16:30:00+02:00,,,,,,
2024-05-28 17:00:00+02:00,,,,,,
2024-05-28 17:30:00+02:00,,,,,,
2024-05-28 18:00:00+02:00,,,,,,
2024-05-28 18:30:00+02:00,,,,,,
2024-05-28 19:00:00+02:00,,,,,,
2024-05-28 19:30:00+02:00,,,,,,
2024-05-28 20:00:00+02:00,,,,,,
2024-05-28 20:30:00+02:00,,,,,,
2024-05-28 21:00:00+02:00,,,,,,
2024-05-28 21:30:00+02:00,,,,,,
2024-05-28 22:00:00+02:00,,,,,,
2024-05-28 22:30:00+02:00,,,,,,
2024-05-28 23:00:00+02:00,,,,,,
2024-05-28 23:30:00+02:00,,,,,,
2024-05-29 00:00:00+02:00,,,,,,
2024-05-29 00:30:00+02:00,,,,,,
2024-05-29 01:00:00+02:00,,,,,,
2024-05-29 01:30:00+02:00,,,,,,
2024-05-29 02:00:00+02:00,,,,,,
2024-05-29 02:30:00+02:00,,,,,,
2024-05-29 03:00:00+02:00,,,,,,
2024-05-29 03:30:00+02:00,,,,,,
2024-05-29 04:00:00+02:00,,,,,,
2024-05-29 04:30:00+02:00,,,,,,
2024-05-29 05:00:00+02:00,,,,,,
2024-05-29 05:30:00+02:00,,,,,,
2024-05-29 06:00:00+02:00,,,,,,
2024-05-29 06:30:00+02:00,,,,,,
2024-05-29 07:00:00+02:00,,,,,,
2024-05-29 07:30:00+02:00,,,,,,
2024-05-29 08:00:00+02:00,,,,,,
2024-05-29 08:30:00+02:00,,,,,,
2024-05-29 09:00:00+02:00,,,,,,
2024-05-29 09:30:00+02:00,,,,,,
2024-05-29 10:00:00+02:00,,,,,,
2024-05-29 10:30:00+02:00,,,,,,
2024-05-29 11:00:00+02:00,,,,,,
2024-05-29 11:30:00+02:00,546.0,23.619999999999987,60.59,10433.33,0.0,406.0
2024-05-29 12:00:00+02:00,546.5,24.699999999999996,60.150000000000006,12980.83,0.0,406.5
2024-05-29 12:30:00+02:00,547.0,24.23333333333333,60.47,12041.943333333335,0.0,407.0
2024-05-29 13:00:00+02:00,548.0,23.899999999999995,60.49,12286.666666666666,0.0,412.3333333333333
2024-05-29 13:30:00+02:00,548.5,22.959999999999994,60.879999999999995,10665.835000000001,0.0,415.0
2024-05-29 14:00:00+02:00,549.0,22.61999999999999,60.65,11167.500000000002,0.0,422.0
2024-05-29 14:30:00+02:00,,,,,,
2024-05-29 15:00:00+02:00,,,,,,
2024-05-29 15:30:00+02:00,,,,,,
2024-05-29 16:00:00+02:00,,,,,,
2024-05-29 16:30:00+02:00,,,,,,
2024-05-29 17:00:00+02:00,,,,,,
2024-05-29 17:30:00+02:00,,,,,,
2024-05-29 18:00:00+02:00,,,,,,
2024-05-29 18:30:00+02:00,,,,,,
2024-05-29 19:00:00+02:00,,,,,,
2024-05-29 19:30:00+02:00,,,,,,
2024-05-29 20:00:00+02:00,,,,,,
2024-05-29 20:30:00+02:00,,,,,,
2024-05-29 21:00:00+02:00,,,,,,
2024-05-29 21:30:00+02:00,,,,,,
2024-05-29 22:00:00+02:00,,,,,,
2024-05-29 22:30:00+02:00,,,,,,
2024-05-29 23:00:00+02:00,,,,,,
2024-05-29 23:30:00+02:00,,,,,,
2024-05-30 00:00:00+02:00,,,,,,
2024-05-30 00:30:00+02:00,,,,,,
2024-05-30 01:00:00+02:00,,,,,,
2024-05-30 01:30:00+02:00,,,,,,
2024-05-30 02:00:00+02:00,,,,,,
2024-05-30 02:30:00+02:00,,,,,,
2024-05-30 03:00:00+02:00,,,,,,
2024-05-30 03:30:00+02:00,,,,,,
2024-05-30 04:00:00+02:00,,,,,,
2024-05-30 04:30:00+02:00,,,,,,
2024-05-30 05:00:00+02:00,,,,,,
2024-05-30 05:30:00+02:00,,,,,,
2024-05-30 06:00:00+02:00,,,,,,
2024-05-30 06:30:00+02:00,,,,,,
2024-05-30 07:00:00+02:00,,,,,,
2024-05-30 07:30:00+02:00,,,,,,
2024-05-30 08:00:00+02:00,,,,,,
2024-05-30 08:30:00+02:00,,,,,,
2024-05-30 09:00:00+02:00,,,,,,
2024-05-30 09:30:00+02:00,,,,,,
2024-05-30 10:00:00+02:00,,,,,,
2024-05-30 10:30:00+02:00,,,,,,
2024-05-30 11:00:00+02:00,,,,,,
2024-05-30 11:30:00+02:00,,,,,,
2024-05-30 12:00:00+02:00,,,,,,
2024-05-30 12:30:00+02:00,,,,,,
2024-05-30 13:00:00+02:00,,,,,,
2024-05-30 13:30:00+02:00,,,,,,
2024-05-30 14:00:00+02:00,,,,,,
2024-05-30 14:30:00+02:00,,,,,,
2024-05-30 15:00:00+02:00,,,,,,
2024-05-30 15:30:00+02:00,,,,,,
2024-05-30 16:00:00+02:00,,,,,,
2024-05-30 16:30:00+02:00,550.5,19.419999999999987,58.695,2813.335,0.0,404.5
2024-05-30 17:00:00+02:00,550.5,19.419999999999987,58.695,2813.335,0.0,404.5
2024-05-30 17:30:00+02:00,551.25,19.654999999999994,59.8675,3901.2525,0.0,412.25
2024-05-30 18:00:00+02:00,552.5,22.09499999999999,59.61,7257.92,0.0,426.5
2024-05-30 18:30:00+02:00,553.0,22.606666666666666,59.10333333333333,7583.889999999999,0.0,430.6666666666667
2024-05-30 19:00:00+02:00,554.0,24.459999999999994,57.626666666666665,12730.276666666667,0.0,439.3333333333333
2024-05-30 19:30:00+02:00,555.0,26.766666666666662,55.42666666666667,15138.61,0.0,435.3333333333333
2024-05-30 20:00:00+02:00,556.0,25.779999999999998,55.370000000000005,13497.223333333333,0.0,424.0
2024-05-30 20:30:00+02:00,557.0,24.893333333333327,54.26333333333333,9043.613333333333,27.006666666666664,412.0
2024-05-30 21:00:00+02:00,558.0,20.839999999999993,57.35,4101.3899999999985,54.01333333333333,421.0
2024-05-30 21:30:00+02:00,559.0,20.11666666666666,58.84,3199.1666666666656,81.02,443.0
2024-05-30 22:00:00+02:00,560.0,18.08333333333333,64.20333333333333,857.2233333333321,81.02,455.6666666666667
2024-05-30 22:30:00+02:00,561.0,17.04333333333333,67.45333333333333,216.11333333333212,81.02,462.3333333333333
